,13984
apps.microsoft.com/store/detail/reproductor-multimedia-de-windows/9wzdncrfj3pt,1175575
apps.microsoft.com/store/detail/windows-terminal/9n0dx20hk701,1175747
apps.microsoft.com/store/search?publisher=axiw%20software,1211604
apps4.store/en-us/?utm_source=alternativeto&utm_medium=websitepost&utm_campaign=apps4storealpha,730665
apps4.store/en-us/store/details/manager-for-files?utm_source=uptodown&utm_medium=post&utm_campaign=managerforfiles,730484
apps4.store/en-us/store/details/messenger-for-google-hangouts-pro?utm_source=uptodown&utm_medium=post&utm_campaign=messengerforgooglehangoutspro,731910
apps4.store/en-us/store/details/player-for-media?utm_source=uptodown&utm_medium=downloadlink&utm_campaign=playerformedia,730507
appsapps.info/instantboss.php,5170
appsense.com/default.asp?bhcp=1,7569
appservnetwork.com/index.php?newlang=spanish,5407
aprelium.com,4897
aptana.com,1314
aptuner.com/aptuner_index.html,128777
apus-software.com/product.cgi?p=firestones,17416
aq.com,107272
aqfirstcontact.com,158934
aqualung.sourceforge.net/win32,2019
aquaplus.jp/dt2-2,60962
aquaplus.jp/dt2vita,13657
aquaplus.jp/tene,92888
aquariussoft.com,4353
aquastyle.org/anotherface,206943
aquastyle.org/chronicle/chronicle_top.html,206942
aquastyle.org/fusgigen_tod,26567
aquastyle.org/fusgigen_tod/special.html,206960
aquastyle.org/fushigen3,206946
aquastyle.org/fushigen3plus,206959
aquastyle.org/gensoukyou/gensoukyou_top.html,206927
aquastyle.org/miracho/top.html,206944
aquilatechnology.com/salescycle.htm,7585
ar.snap.com/lens-studio,1134582
aranockonline.com,62986
arasanchess.org,3186
arc.net,1342077
arcadebadgers.itch.io/grim,196319
arcadekitten.itch.io/its-not-me-its-my-basement,176514
arcadekitten.itch.io/sweet-no-death,255449
arcadestudio.com,6256
arcadestudio.com/starship,6001
arcai.com/download_netcut,1209740
arcasimracingx.com,197923
arcforged.itch.io/sonic-smackdown,134575
arcgames.com/en/games/pwi,8747
arcgames.com/en/games/star-trek-online,23285
arcgames.com/en/games/swordsman,9738
archeland.zlongame.co.kr,206221
archive.org/details/@o_letter_printer,1169572
archive.org/details/avertfate_202002,24165
archive.org/details/g1deon-towards-god,171799
archive.org/details/goldeneye.-7z,196026
archive.org/details/handkerchief,191627
archive.org/details/win3_bangbang,70162
archonclassic.com,5539
archview.sourceforge.net,3661
arcsoft.com/products/software/en/gcardcreator.html,9516
arcsystemworks.com/game/double-dragon-kunio-kun-retro-brawler-bundle,147789
arcturusdeluxe.itch.io/project-osiris,165467
arduino.cc/en/software,1000046859
area-zero.net/product/mba/index.htm,61320
area730.com/games/white-tiger-family-sim-game,100806
arekku.itch.io/aisu-kuriimu,186730
arekku.itch.io/foxes-and-cows,178608
arena.tarkov.com,203610
arenaofkings.itch.io/arenaofkings,109094
argentesoftware.blogspot.com.es/2012/03/argente-disk-cleaner.html,23666
argentesoftware.blogspot.com.es/2012/03/argente-registry-cleaner.html,23668
argentesoftware.blogspot.com.es/2012/03/argente-uninstall-manager.html,23665
argentuma.com/backup.html,7107
argosgalaica.com/academia,24479
argumentative.sourceforge.net,2253
argunet.org,2960
aria-of-flowers.itch.io/love-and-dehumanization,254094
ariamaestosa.sourceforge.net,14679
arianeb.itch.io/hopepunk-city,255098
arianeb.itch.io/somethings-in-the-air-redux,255102
arirav.itch.io/will-die-alone,177398
aritest.com,7207
arithmogriph.com,8750
arkagis.itch.io/arkagis-revolution,141025
arktikauniverse.com,24833
arma2.com/game-features/rft,27453
armadillorun.com,23137
armageddonriders.com,84152
armagetronad.org,51244
armcode.com/adult-filter,13686
armis.kr,186039
armorgames.com/play/12052/mega-miner,112405
armorgames.com/play/12702/tu-46,120876
armorgames.com/play/5003/arcuz,161152
armorgames.com/play/505/sonny,9592
armorgames.com/play/6561/achievement-unlocked-2,165420
armyoftrolls.co.uk,8621
arrendamientos.biz/facturas.html,9084
arrendamientos.biz/index.html,5427
arrendamientos.biz/recibos.html,8065
art-systems.de,16718
art-systems.de/www/site/de/fluiddraw,1114400
artef4ct.itch.io/pencil-sharpening-simulator,57172
artisticsoftware.com/index.htm,7759
artmoney.ru,842
artplant.no/entropy,10277
artstrippoker.com,96021
artstrong.itch.io/rage,281442
arturia.com,9299
arulerforwindows.com,5905
aryabakhsheshi.itch.io/letters-to-the-metro,182548
arysontechnologies.com/access-database-repair.html,712814
arysontechnologies.com/bkf-recovery.html,712808
arysontechnologies.com/bkf-viewer.html,724555
arysontechnologies.com/blog/sharepoint-disaster-recovery,737182
arysontechnologies.com/convert-olm-to-pst.html,731515
arysontechnologies.com/convert-ost-to-pst-online.html,703292
arysontechnologies.com/email-migration-software,935941
arysontechnologies.com/export-lotus-notes-to-outlook.html,723568
arysontechnologies.com/hyper-v-recovery.html,713094
arysontechnologies.com/lotus-notes/nsf-viewer.html,752350
arysontechnologies.com/mbox-viewer.html,724023
arysontechnologies.com/mdb-viewer.html,727116
arysontechnologies.com/merge-pst-files.html,711724
arysontechnologies.com/ms-outlook-email-recovery.html,752344
arysontechnologies.com/mysql-database-repair.html,741743
arysontechnologies.com/ost-recovery.html,703312
arysontechnologies.com/outlook-password-recovery.html,733206
arysontechnologies.com/pdf-merge.html,712812
arysontechnologies.com/pdf-protect.html,729990
arysontechnologies.com/pdf-repair.html,752345
arysontechnologies.com/pdf-unlocker.html,729989
arysontechnologies.com/pst-viewer.html,724016
arysontechnologies.com/split-pst-file.html,711716
arysontechnologies.com/sql-database-recovery.html,703316
arysontechnologies.com/sql-password-recovery.html,753545
arysontechnologies.com/virtual-machine-data-recovery.html,741745
arysontechnologies.com/vmdk-recovery.html,724022
arysontechnologies.com/windows/data-recovery,741742
arysontechnologies.com/yahoo-backup,766191
arysontechnologies.com/zip-repair.html,719248
asahi-net.or.jp/~cs8k-cyu/windows/a7xpg_e.html,15279
asahi-net.or.jp/~cs8k-cyu/windows/tf_e.html,3980
asap-utilities.com,473
asc-hq.org,3900
ascendancegames.com,137027
ascendgame.com,10231
ascension.gg,281271
ascomp.de/en/products/show/product/concenturio/tab/description,27143
ascomp.de/index.php?php=prog&prog=backupmaker,953
ascomp.de/index.php?php=prog&prog=synchredible,741
ascomp.net/index.php?php=prog&page=desc&prog=secureeraser,674
ascompsoftware.com,1086354
ascompsoftware.com/en/products/show/ref/a1/product/pdfimager,1019560
asctimetables.com/timetables_es.html,23621
aseprite.org,1823346
aser.c.telefonica.net/ogcalculator,7099
aser.c.telefonica.net/phoenixprod/programas.html,5191
asha-empire.com/asha-empire-online,281783
asheronscall.com,603
ashescricket2013.com,8550
ashesofcreation.com,27420
ashesofthesingularity.com,11666
ashisoft.com,2364
ashkon.com,6716
asiier.itch.io/illoscape,302730
asinom.com,18931
ask.sakura.ne.jp,172774
askiisoft.com/games/tower-of-heaven,28005
asl-soft.xn.pl,733778
asleeponstream.itch.io/mundane-rpg,256346
asmdev.net/products/powerclick/index.html,5500
asmpgame.itch.io/vampire-lfd,142233
asnorgames.blogspot.com,959418
asoftech.com/ata/index.html,15993
asoftech.com/auto-clicker/index.html,26040
asoftech.com/video-converter/index.html,26625
asoftwareplus.com/auto-clicker-typer.html,1280968
aspect.bildhuus.com,1677006
asphaltxtreme.com,23313
asphodelquartet.itch.io/blind-griffin,57899
aspnetmaker.dev,1854898
assassinscreed.com,8216
assassinscreed.ubi.com,8219
assassinscreed.ubi.com/en-ca/games/assassins-creed-americas-collection.aspx,22815
assassinscreed.ubi.com/en-us/games/assassins-creed-3.aspx,21695
assassinscreed.uk.ubi.com,467
assault.cubers.net,9530
assembler.ca,7804
assistos.noahsoft.com.br,1000059498
astatix.com/funny-creatures.php,4885
astatix.com/launcher.php,6528
asteriskwin32.com,7352
asteristic.itch.io/wishing-sarah,134707
astian.org/midori-browser,16631
astorialegends.com,159145
astra32.com,673
astralmasters.com,16728
astralore.itch.io/monstrata-fracture,176017
astralshiftpro.itch.io/pocket-mirror,57894
astralsystem.com,102864
astroburn.com,19470
astrogemini.com,4018
astrogemini.com/titanic.html,5701
astrophysicsdev.itch.io/hope-left-me,228417
asturiasnatural.com,9227
asus.com,6090
asus.com/campaign/gpu-tweak-iii/us/index.php,1142374
asus.com/supportonly/armoury%20crate/helpdesk_download,1144477
at32.com/doc/comcam.htm,7508
atanks.sourceforge.net,874
atari.com,2641
atari.com/asterix,4681
atari.com/buy-games/action-adventure/ghostbusters-sanctum-slime,14849
ateksoft.com/webcamplus.html,1330
ateliersento.itch.io/dollshop,123627
ateliersento.itch.io/yurei-station,28495
atelierweb.com,7938
athlab.com,3903
athomegaming.itch.io/one-rule,218194
atis1.itch.io/out-of-the-blue,210336
atiz.com/snapter.html,2628
atlantiswordprocessor.com/en/imagipass,4753
atlantiswordprocessor.com/en/lite.htm,1230661
atlus.co.jp/news/5854,74492
atlus.co.jp/title-archive/gl,21309
atlus.com/persona,11452
atmaxsoft.com/trayplayer.html,8510
atmosgames.itch.io/zero-deaths,116129
atn-factory.jp/maristice,222627
atnotes.fr.st,8697
atnotes.free.fr/languages.html,8698
atomicscribbler.com,1340260
atomisystems.com/activepresenter/free-edition,23811
atomixmp3.com,9097
atpprojects.itch.io/m3,166667
atribune.org/index.php?option=com_content&task=view&id=40&itemid=2,4188
atrise.com,2793
atrise.com/lutcurve,22333
attainableentertainment.itch.io/tall-poppy,172550
attendancefacedetect.com,856059
attributemagic.com/amfree.html,9132
atube.me,1031
atunes.org,274
audacityteam.org,2481
audials.com/en/audials/audialsone/start/inspire_your_new_world_of_free_entertainment.html,13774
audials.com/en/moviebox/?affiliate=3856,18673
audials.com/en/radiotracker/?affiliate=3856,18672
audials.com/en/tunebite/?affiliate=3856,18674
audicable.com,895820
audicable.com/audio-recorder,998894
audio4fun.com,5218
audio4you.org/l4y/download.php,5739
audiobookcutter.sourceforge.net,4936
audioedit.mystikmedia.com,8556
audioto.com,8891
audiott.com,8083
audiozip.net,1247381
aurelitec.com/cinemadrape/windows,742783
aurelitec.com/injuredpixels/windows,20486
aurionix.com/index.html,7054
aurora2.pentarch.org,60045
auroral-games.itch.io/platform-adventure,213936
authorsoft.com/cute-translator.html,7800
authorsoft.com/language-reader.html,7946
authorsoft.com/windows-mess-cleaner.html,7956
auto-photo-editor.com,7027
autoclicker.io,1134934
autoclose.net/autoaudiorecorder.html,1000159396
autoclose.net/autoleavemeeting.html,1241066
autoclose.net/mouseaxislocker.html,1000065345
autodesk.com/products/fusion-360/overview,1161303
autodwg.com/dwg-viewer,3275
autofish.net/clysm/art/video_games/seiklus,19116
autohotkey.com,35
autoitscript.com/autoit3/index.php,2091
autoliga.net,1082
autopano.net,3782
autoq3d.ecuadra.com/index.htm,6070
autosofted.com/auto_keyboard_presser,29765
autosofted.com/auto_mouse_clicker,30291
autosofted.com/auto_typer,29775
autosofted.com/fast_file_finder,29799
autosofted.com/text_compare_tool,29833
autosoftshop.com/autosoft-profesional,778720
autus.itch.io/pox,124995
availsuite.com,3755
avanquest.com,3456
avanquest.com/espana/herramientas/comunicacion/fax-telefonia-pda/transfermyvideo.html,1422
avantbrowser.com,704
avast.com,379
avast.com/en-us/cleanup,390983
avast.com/es-es/online-backup#tab1,18507
avast.com/ransomware-decryption-tools,1138836
avatargame.uk.ubi.com,4211
avclabs.com,1264496
avclabs.com/photo-enhancer-ai.html,1022710
avclabs.com/video-enhancer-ai.html,1227852
avcom.co.il/mod,7695
avdsoft.com,16616
avengers.square-enix-games.com/en-us,154632
aventurine.gr/about/darkfall.html,23000
avernum.com/avernum/index.html,18977
avex-dvd.com/ipod-video-converter.html,5722
aveyond.com/games/aveyond-rhens-quest,10010
avg.com/en-us/secure-browser#pc,1074106
avi.ru/game-gag.html,51484
avi2vcd.net/avi_to_vcd.htm,7148
avicodec.duby.info,6741
avid.com/es/products/media-composer-software,16296
avira.com,1247
avirmail.com,8340
aviz.fr/dimp,3819
avlandesign.com/animated_gif_producer.htm,16360
avlandesign.com/vp.htm,4099
avogadro.cc,1194
aw-soft.com/htmlguard.html,15186
aw.nu/sebran/index_eng.asp,7105
awasu.com/index.php,2613
awaywardwriter.itch.io/baby-labor,185862
awem.com/en/history,304060
awesomeanimator.com,15729
awesomenauts.com,109469
awicons.com/awicons.html,3467
awinstall.com/index.html,3832
awsol.co.uk,7799
awsol.co.uk/index.php,7801
awthani.com,1213204
awztool.com,1264580
awzware.com,1327547
axandra-link-popularity-tool.com,6085
axantum.com,1000152100
axelvejardossow.itch.io/alloy-soldier-xenia,225822
axencesoftware.com/index.php?action=ntpro,16370
axencesoftware.com/index.php?action=nvision,16379
axesinmotion.com,918161
axialis.com/axcursors/index.html,9511
axialis.com/ssp,1297426
axieinfinity.com,109024
axiomx.com/pixeltoolbox,5515
axogon.com/en/index.html,7011
axysoft.com/airxonix/index.htm,15827
axysoft.com/axysnake,93184
axysoft.com/azangara/index.htm,77375
azagamestudio.itch.io/dead-faces,285414
azagamestudio.itch.io/grainwind-incident-77,229358
azagamestudio.itch.io/last-stop-station-66,229610
azagamestudio.itch.io/not-all-there,229781
azagamestudio.itch.io/ratman,230090
azarashi-soft.nexton-net.jp/aikagi3,220346
azarashi-soft.nexton-net.jp/meikura,255115
aztlangame.wordpress.com,24429
b-zone.de/software/mipito.htm,24049
b0tster.itch.io,233928
b0tster.itch.io/bbpsx,179685
b1.org,21172
b3log.org/siyuan/en,1000073559
baarasoft.com,1537
babelgum.com/overview,5440
babelstone.co.uk/software/babelmap.html,24413
babelstone.co.uk/software/babelpad.html,24412
babiloo.sourceforge.net,1541
bablosoft.com/shop/browserautomationstudio,779183
backblaze.com,1211900
background.sourceforge.net,4257
backslay.itch.io/dli,289077
backup-2006.com/pages/18alhomepag.html,4914
backup-utility.com/image-deployment-software.html,699712
backup-utility.com/onekey-recovery.html,30481
backup.gridinsoft.com,3751
backup0.pw,761876
baconic.itch.io/super-intentional-bugs,135476
badgermeles.itch.io/whimzzle,286896
badlanders.game,1242776
badongo.com,6700
baliganikhil.googlepages.com/home,4693
baltsoft.com/product_dkb.htm,9051
bananaft.itch.io/yedomaglobula,140051
bananahoshi.itch.io/bacteriophage,197948
bandainamcoent.asia/news/taiko-no-tatsujin-the-drum-master-officially-releases-today-on-27-january-2022,188551
bandainamcogames.co.jp/cs/list/idolmaster/social_m,11702
bandicam.com,16350
bandicam.com/bandicut-video-cutter,731258
bandicam.com/honeycam,965896
bandisoft.com/bandizip,21751
bandisoft.com/honeyview/en,28759
bandlab.com/products/cakewalk,1712707
bandwidthd.sourceforge.net,5733
banghowdy.com,13046
banov.blogspot.com.es/2010/06/dubloon-complete.html,23121
banya.itch.io/deep-inside,179662
banya.itch.io/emerald-wasp,251268
banya.itch.io/roar,179078
banzaibonsai.itch.io/a-place-forbidden,133977
baostuff.spaces.live.com/blog/cns!f1d5a55e2d4c903a!330.entry,5201
bapuli.co.nr,8415
bar.sysme.net,2354
barbara-truelove.itch.io/a-fairy-tale,300035
barbievideogame.com/en-us/about,16671
barbus.biz,5690
barcode-studia.ru/mods/forelli-redemption,268042
barcodegenerator.us,1808979
barcodelabelcreator.org/barcodelabelcreator-org/greetingcard-creator.html,1769439
barcodelabelcreator.org/barcodelabelcreator-org/healthcare-barcode.html,1776261
barcodelabelcreator.org/barcodelabelcreator-org/inventorycontrol-retailbusiness-barcode.html,1808574
barcodelabelcreator.org/barcodelabelcreator-org/pro-barcode.html,1747419
barcodelabeldesign.net,1358349
barcodelabeldesign.net/barcodelabeldesign-net/barcode-industrial-warehouse.html,1480098
barcodelabeldesign.net/barcodelabeldesign-net/barcode-inventory-retail.html,1477419
barcodelabeldesign.org,1809192
barcodelabelmaker.net,1770207
barcodelabelmaker.net/barcodelabmknet/birthday-card-maker.html,1363118
barcodelabelmaker.net/barcodelabmknet/business-card-maker.html,1364847
barcodelabelmaker.net/barcodelabmknet/greeting-card-maker.html,1362977
barcodelabelmaker.net/barcodelabmknet/industrial-manufacturing-barcode.html,1361193
barcodelabelmaker.net/barcodelabmknet/packaging-supply-barcode.html,1364664
barcodelabelmaker.net/barcodelabmknet/pro-barcode.html,1361885
barcodelabelmaker.org,1302898
barcodelabelmakersoftware.com/barlabmaksoft/barcode-publishers-library.html,1763729
barcodelabelsoftware.net,20953
barcodemaker.net,1354878
barcodemaker.net/barcode-maker/business-card.html,1442514
barcodemaker.net/barcode-maker/greetings-card.html,1443927
barcodemaker.net/barcode-maker/healthcare-industry.html,1355565
barcodemaker.net/barcode-maker/id-card.html,1362551
barcodemaker.net/barcode-maker/industrial-manufacturing.html,1357950
barcodemaker.net/barcode-maker/inventory-retail.html,1361936
barcodemaker.net/barcode-maker/packaging-supply.html,1357008
barcodemaker.net/barcode-maker/postoffice-bank.html,1357098
barcodemaker.net/barcode-maker/professional.html,1360166
barcodemaker.net/barcode-maker/publishers-library.html,1359536
barcodemaker.net/barcode-maker/standard.html,1362458
barcodemaker.org,1367309
barcodewiz.com,2014
bardecode.com/en1/app/barcode-reader-toolkit-for-windows,1298234
bardecode.com/en1/app/bardecodefiler,1713985
barebottomgames.itch.io/roshutsu,186152
bartdart.com,1148
barzda.itch.io/no-more-snow,176548
basecamp.com,790020
basemark.com/benchmarks/basemark-gpu,1156561
basic4ppc.com,3055
basically-games.itch.io/baldis-basics,102832
basicallygames.com,811311
basim-aziz.itch.io/ara-and-the-empty-universe,178155
basketapp.net,172323
bassita.com,8598
bastetwin.com,3461
batandy.itch.io/goldensouls,140496
batandy.itch.io/goldensouls2,140497
batandy.itch.io/gz-pt,186713
batandy.itch.io/simonsdestiny,141030
batchimage.com/product/batchit/index.html,2112
batchimageconverter.com,16885
batchimageconverter.com/photo-watermark,17351
batensan.itch.io/magical-otoge-anholly,57905
batensan.itch.io/magical-otoge-iris,144809
batensan.itch.io/pizzaro-project-deep-dish,133319
batovi.com/portfolio/garrafutbol.html,23182
battle.net/overwatch,8173
battlefield.com/battlefield-1942,240
battlefield.com/battlefield-4,1979
battlefield.com/battlefield-4/expansion-packs/china-rising,3091
